,name_with_owner,insert url,delete url,replacement_msg,delete_msg,coding,insert commit,insert src file,insert src start pos,insert dst file,insert dst start pos,delete commit,delete src file,delete src start pos,delete dst file,delete dst start pos,insert src file content,insert dst file content,delete src file content
0,signumsoftware_framework,https://github.com/signumsoftware/framework/commit/fe7d3ff8826e4f2dfae0a3085882f37f3d990d5c,https://github.com/signumsoftware/framework/commit/eb1b533826ad0b786fe883bdabdda8823e246a1b,"elefantes

(TFS CS 5989)
","Chequinazo entitygroups

(TFS CS 6663)
",,fe7d3ff8826e4f2dfae0a3085882f37f3d990d5c,Signum.Engine.Extensions/Authorization/EntityGroupAuthLogic.cs,"(116, 21)",Signum.Engine.Extensions/Authorization/EntityGroupAuthLogic.cs,"(118, 21)",eb1b533826ad0b786fe883bdabdda8823e246a1b,Signum.Engine.Extensions/Authorization/EntityGroupAuthLogic.cs,"(133, 54)",Signum.Engine.Extensions/Authorization/EntityGroupAuthLogic.cs,,"ident.AssertAllowed(TypeAllowedBasic.Create, false);","Transaction.PreRealCommit += () => ident.AssertAllowed(TypeAllowedBasic.Create, false);","() => ident.AssertAllowed(TypeAllowedBasic.Create, Database.UserInterface)"
1,Ginger-Automation_Ginger,https://github.com/Ginger-Automation/Ginger/commit/58eaea8958fe9336d1c1be586932b7785c4735dd,https://github.com/Ginger-Automation/Ginger/commit/79a02f5bfbdc412bf3872a44306b5d3876b855b3,"Changed async void to task
","making AccountReport Logger method async
",,58eaea8958fe9336d1c1be586932b7785c4735dd,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(98, 13)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(101, 13)",79a02f5bfbdc412bf3872a44306b5d3876b855b3,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(119, 22)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,,BusinessFlowStartTask(businessFlow);,Task.Run(() => BusinessFlowStartTask(businessFlow));,() => BusinessFlowStartTask(businessFlow)
2,AutoMapper_AutoMapper,https://github.com/AutoMapper/AutoMapper/commit/d8ea3389e0104fad7787964e369a1973697a0445,https://github.com/AutoMapper/AutoMapper/commit/fb68f979b31f4875d636d18d0e6f6dbd6c74fc7b,"Array mapping simplified quite a bit
","Instead of using ToArray, which double maps. Find lenth and manualy set.
",,d8ea3389e0104fad7787964e369a1973697a0445,src/AutoMapper/Mappers/ArrayMapper.cs,"(46, 13)",src/AutoMapper/Mappers/ArrayMapper.cs,"(29, 13)",fb68f979b31f4875d636d18d0e6f6dbd6c74fc7b,src/AutoMapper/Mappers/ArrayMapper.cs,"(21, 34)",src/AutoMapper/Mappers/ArrayMapper.cs,,return array as TDestination;,"return source.Cast<TSourceElement>()
                .Select(item => (TDestinationElement) itemContext.Map(item, null, typeof(TSourceElement), typeof(TDestinationElement)))
                .ToArray();","item => newItemFunc(item, itemContext)"
3,Ginger-Automation_Ginger,https://github.com/Ginger-Automation/Ginger/commit/58eaea8958fe9336d1c1be586932b7785c4735dd,https://github.com/Ginger-Automation/Ginger/commit/79a02f5bfbdc412bf3872a44306b5d3876b855b3,"Changed async void to task
","making AccountReport Logger method async
",,58eaea8958fe9336d1c1be586932b7785c4735dd,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(84, 13)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(87, 13)",79a02f5bfbdc412bf3872a44306b5d3876b855b3,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(105, 22)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,,RunnerRunEndTask(gingerRunner);,Task.Run(() => RunnerRunEndTask(gingerRunner));,() => RunnerRunEndTask(gingerRunner)
4,signumsoftware_framework,https://github.com/signumsoftware/framework/commit/058f6bf4968cfb578ba5b41f6b1e9bc1b07f5341,https://github.com/signumsoftware/framework/commit/9880339ef979a380e89089dacaab00ec86c3c093,"TryToken and QueryTokenDN builder with error message

","SubTokens(canAggregate)
",,058f6bf4968cfb578ba5b41f6b1e9bc1b07f5341,Signum.Web.Extensions/Chart/ChartClient.cs,"(225, 13)",Signum.Web.Extensions/Chart/ChartClient.cs,"(203, 13)",9880339ef979a380e89089dacaab00ec86c3c093,Signum.Web.Extensions/Chart/ChartClient.cs,"(202, 82)",Signum.Web.Extensions/Chart/ChartClient.cs,,return sb.ToHtml();,"return helper.QueryTokenDNBuilder(chartToken, context, qd.QueryName,
                t => t.SubTokensChart(qd.Columns, chart.GroupResults && canAggregate));","t =>
                t.SubTokensChart(qd.Columns, chart.GroupResults && canAggregate)"
5,rsdn_CodeJam,https://github.com/rsdn/CodeJam/commit/589249fd5376b80b5ce93518ddf4f015e1537303,https://github.com/rsdn/CodeJam/commit/82bf9506fe7e1b8c4587b048c9762888cc8210d3,"Operator templates: comparison operators
","Cleanup
",,589249fd5376b80b5ce93518ddf4f015e1537303,Main/src/Arithmetic/Operators.cs,"(21, 3)",Main/src/Arithmetic/Operators.cs,"(21, 3)",82bf9506fe7e1b8c4587b048c9762888cc8210d3,Main/src/Arithmetic/Operators.cs,"(22, 30)",Main/src/Arithmetic/Operators.cs,,"public static readonly Func<T, T, int> Compare = GetComparisonCallback<T>();","private static readonly Lazy<Func<T, T, int>> _compare =
			new Lazy<Func<T, T, int>>(() => Comparison<T>(), LazyMode);",() => Comparison<T>()
6,RomSunZ_StockSharp,https://github.com/RomSunZ/StockSharp/commit/49e74fe59b234e164dfb35ffae702aa359a17519,https://github.com/RomSunZ/StockSharp/commit/dadfd5b0efa28a36665a8904be4dfd172b767f53,"FIX connector. Client side no longer use QuickFix.
Version 4.2.73
","FixServer. No longer use QuickFix.
",,49e74fe59b234e164dfb35ffae702aa359a17519,Connectors/Quik/Lua/LuaFixTransactionMessageAdapter.cs,"(108, 6)",Connectors/Quik/Lua/LuaFixTransactionMessageAdapter.cs,"(172, 6)",dadfd5b0efa28a36665a8904be4dfd172b767f53,Connectors/Quik/Lua/LuaFixTransactionMessageAdapter.cs,"(58, 85)",Connectors/Quik/Lua/LuaFixTransactionMessageAdapter.cs,,"var condition = new QuikOrderCondition
					{
						Type = (QuikOrderConditionTypes)fixMsg.Type.Obj,
						Result = fixMsg.IsSetResult() ? (QuikOrderConditionResults?)fixMsg.Result.Obj : null,
						StopPriceCondition = (QuikStopPriceConditions)fixMsg.StopPriceCondition.Obj,
						StopPrice = fixMsg.IsSetStopPx() ? fixMsg.StopPx.Obj : (decimal?)null,
						StopLimitPrice = fixMsg.IsSetStopLimitPrice() ? fixMsg.StopLimitPrice.Obj : (decimal?)null,
						IsMarketStopLimit = fixMsg.IsSetIsMarketStopLimit() ? fixMsg.IsMarketStopLimit.Obj : (bool?)null,
						ConditionOrderId = fixMsg.IsSetConditionOrderId() ? fixMsg.ConditionOrderId.Obj : (long?)null,
						ConditionOrderSide = (Sides)fixMsg.ConditionOrderSide.Obj,
						ConditionOrderPartiallyMatched = fixMsg.IsSetConditionOrderPartiallyMatched() ? fixMsg.ConditionOrderPartiallyMatched.Obj : (bool?)null,
						ConditionOrderUseMatchedBalance = fixMsg.IsSetConditionOrderUseMatchedBalance() ? fixMsg.ConditionOrderUseMatchedBalance.Obj : (bool?)null,
						LinkedOrderPrice = fixMsg.IsSetLinkedOrderPrice() ? fixMsg.LinkedOrderPrice.Obj : (decimal?)null,
						LinkedOrderCancel = fixMsg.LinkedOrderCancel.Obj,
						Offset = fixMsg.IsSetOffset() ? fixMsg.Offset.Obj.ToUnit() : null,
						Spread = fixMsg.IsSetStopSpread() ? fixMsg.StopSpread.Obj.ToUnit() : null,
						IsMarketTakeProfit = fixMsg.IsSetIsMarketTakeProfit() ? fixMsg.IsMarketTakeProfit.Obj : (bool?)null,
					};","var executions = reader.ReadExecutionMessage(Session, SessionHolder.UtcOffset, tag =>
					{
						switch ((QuikFixTags)tag)
						{
							case QuikFixTags.Type:
								type = reader.ReadInt();
								return true;
							case QuikFixTags.StopPriceCondition:
								stopPriceCondition = reader.ReadInt();
								return true;
							case QuikFixTags.ConditionOrderSide:
								conditionOrderSide = reader.ReadInt();
								return true;
							case QuikFixTags.LinkedOrderCancel:
								linkedOrderCancel = reader.ReadBool();
								return true;
							case QuikFixTags.Result:
								result = reader.ReadInt();
								return true;
							case QuikFixTags.OtherSecurityCode:
								otherSecurityCode = reader.ReadString();
								return true;
							case QuikFixTags.StopPrice:
								stopPrice = reader.ReadDecimal();
								return true;
							case QuikFixTags.StopLimitPrice:
								stopLimitPrice = reader.ReadDecimal();
								return true;
							case QuikFixTags.IsMarketStopLimit:
								isMarketStopLimit = reader.ReadBool();
								return true;
							case QuikFixTags.ActiveTimeFrom:
								activeTimeFrom = reader.ReadDateTime().ApplyTimeZone(SessionHolder.UtcOffset);
								return true;
							case QuikFixTags.ActiveTimeTo:
								activeTimeTo = reader.ReadDateTime().ApplyTimeZone(SessionHolder.UtcOffset);
								return true;
							case QuikFixTags.ConditionOrderId:
								conditionOrderId = reader.ReadLong();
								return true;
							case QuikFixTags.ConditionOrderPartiallyMatched:
								conditionOrderPartiallyMatched = reader.ReadBool();
								return true;
							case QuikFixTags.ConditionOrderUseMatchedBalance:
								conditionOrderUseMatchedBalance = reader.ReadBool();
								return true;
							case QuikFixTags.LinkedOrderPrice:
								linkedOrderPrice = reader.ReadDecimal();
								return true;
							case QuikFixTags.Offset:
								offset = reader.ReadString();
								return true;
							case QuikFixTags.StopSpread:
								stopSpread = reader.ReadString();
								return true;
							case QuikFixTags.IsMarketTakeProfit:
								isMarketTakeProfit = reader.ReadBool();
								return true;
							default:
								return false;
						}
					});","tag =>
					{
						switch ((QuikFixTags)tag)
						{
							case QuikFixTags.Type:
								type = reader.ReadInt();
								return true;
							case QuikFixTags.StopPriceCondition:
								stopPriceCondition = reader.ReadInt();
								return true;
							case QuikFixTags.ConditionOrderSide:
								conditionOrderSide = reader.ReadInt();
								return true;
							case QuikFixTags.LinkedOrderCancel:
								linkedOrderCancel = reader.ReadBool();
								return true;
							case QuikFixTags.Result:
								result = reader.ReadInt();
								return true;
							case QuikFixTags.OtherSecurityCode:
								otherSecurityCode = reader.ReadString();
								return true;
							case QuikFixTags.StopPrice:
								stopPrice = reader.ReadDecimal();
								return true;
							case QuikFixTags.StopLimitPrice:
								stopLimitPrice = reader.ReadDecimal();
								return true;
							case QuikFixTags.IsMarketStopLimit:
								isMarketStopLimit = reader.ReadBool();
								return true;
							case QuikFixTags.ActiveTimeFrom:
								activeTimeFrom = reader.ReadDateTime().ApplyTimeZone(SessionHolder.UtcOffset);
								return true;
							case QuikFixTags.ActiveTimeTo:
								activeTimeTo = reader.ReadDateTime().ApplyTimeZone(SessionHolder.UtcOffset);
								return true;
							case QuikFixTags.ConditionOrderId:
								conditionOrderId = reader.ReadLong();
								return true;
							case QuikFixTags.ConditionOrderPartiallyMatched:
								conditionOrderPartiallyMatched = reader.ReadBool();
								return true;
							case QuikFixTags.ConditionOrderUseMatchedBalance:
								conditionOrderUseMatchedBalance = reader.ReadBool();
								return true;
							case QuikFixTags.LinkedOrderPrice:
								linkedOrderPrice = reader.ReadDecimal();
								return true;
							case QuikFixTags.Offset:
								offset = reader.ReadString();
								return true;
							case QuikFixTags.StopSpread:
								stopSpread = reader.ReadString();
								return true;
							case QuikFixTags.IsMarketTakeProfit:
								isMarketTakeProfit = reader.ReadBool();
								return true;
							default:
								return false;
						}
					}"
7,signumsoftware_framework,https://github.com/signumsoftware/framework/commit/d5e0bd110c5688280b0ba8565b271f63014e1b4c,https://github.com/signumsoftware/framework/commit/40118cf0ba313e0aaeefb8a7f4a8478a40cc81bc,"dqm.RegisterQuery
","remove FileRepositoryEntity and add FileTypeAlgorithm.GetPrefixPair lambda instead to maximize flexibility
",,d5e0bd110c5688280b0ba8565b271f63014e1b4c,Signum.Engine.Extensions/Files/FilePathLogic.cs,"(50, 17)",Signum.Engine.Extensions/Files/FilePathLogic.cs,"(50, 17)",40118cf0ba313e0aaeefb8a7f4a8478a40cc81bc,Signum.Engine.Extensions/Files/FilePathLogic.cs,"(96, 65)",Signum.Engine.Extensions/Files/FilePathLogic.cs,,"dqm[typeof(FileRepositoryDN)] = (from r in Database.Query<FileRepositoryDN>()
                                                 select new
                                                 {
                                                     Entity = r,
                                                     r.Id,
                                                     r.Name,
                                                     r.Active,
                                                     r.PhysicalPrefix,
                                                     r.WebPrefix
                                                 }).ToDynamic();","dqm.RegisterQuery(typeof(FileRepositoryDN), () =>
                    from r in Database.Query<FileRepositoryDN>()
                    select new
                    {
                        Entity = r,
                        r.Id,
                        r.Name,
                        r.Active,
                        r.PhysicalPrefix,
                        r.WebPrefix
                    });","() =>
                    from r in Database.Query<FileRepositoryEntity>()
                    select new
                    {
                        Entity = r,
                        r.Id,
                        r.Name,
                        r.Active,
                        r.PhysicalPrefix,
                        r.WebPrefix
                    }"
8,Ginger-Automation_Ginger,https://github.com/Ginger-Automation/Ginger/commit/58eaea8958fe9336d1c1be586932b7785c4735dd,https://github.com/Ginger-Automation/Ginger/commit/79a02f5bfbdc412bf3872a44306b5d3876b855b3,"Changed async void to task
","making AccountReport Logger method async
",,58eaea8958fe9336d1c1be586932b7785c4735dd,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(187, 13)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(190, 13)",79a02f5bfbdc412bf3872a44306b5d3876b855b3,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(208, 22)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,,ActionStartTask(action);,Task.Run(() => ActionStartTask(action));,() => ActionStartTask(action)
9,Ginger-Automation_Ginger,https://github.com/Ginger-Automation/Ginger/commit/58eaea8958fe9336d1c1be586932b7785c4735dd,https://github.com/Ginger-Automation/Ginger/commit/79a02f5bfbdc412bf3872a44306b5d3876b855b3,"Changed async void to task
","making AccountReport Logger method async
",,58eaea8958fe9336d1c1be586932b7785c4735dd,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(127, 13)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(130, 13)",79a02f5bfbdc412bf3872a44306b5d3876b855b3,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(148, 22)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,,await ActivityStartTask(activity);,Task.Run(() => ActivityStartTask(activity));,() => ActivityStartTask(activity)
10,GridProtectionAlliance_gsf,https://github.com/GridProtectionAlliance/gsf/commit/3f893ab0c9f494a7c017d1d81ec89d95c9824243,https://github.com/GridProtectionAlliance/gsf/commit/8335962581b65df64d12ab02b663457a074daa2a,"PIAdapters: Updated PI adapters to operate in a mode such that high-volume updates will be handled through multiple connections.

git-tfs-id: [https://tfs.codeplex.com/tfs/TFS07]$/gsf/Main;C90732
","PIAdapters: Moved all PI-SDK code to the STA operations thread.

git-tfs-id: [https://tfs.codeplex.com/tfs/TFS07]$/gsf/Main;C90790
",,3f893ab0c9f494a7c017d1d81ec89d95c9824243,Source/Libraries/Adapters/PIAdapters/PIOutputAdapter.cs,"(538, 33)",Source/Libraries/Adapters/PIAdapters/PIOutputAdapter.cs,"(449, 25)",8335962581b65df64d12ab02b663457a074daa2a,Source/Libraries/Adapters/PIAdapters/PIOutputAdapter.cs,"(510, 44)",Source/Libraries/Adapters/PIAdapters/PIOutputAdapter.cs,,"point.Data.UpdateValue(measurement.AdjustedValue, new DateTime(measurement.Timestamp).ToLocalTime());","connection.Execute(server => point.Data.UpdateValue(value, timestamp));",server => point.Data.UpdateValues(values)
11,GridProtectionAlliance_gsf,https://github.com/GridProtectionAlliance/gsf/commit/5ea0dd4cf2052b91f62de9571271c083299201ae,https://github.com/GridProtectionAlliance/gsf/commit/01fa19f073082541954aa85bad297354d6a22912,"GSF.Web: Modified AuthenticationHandler to properly handle authentication and redirect behavior.
","GSF.Web: Added logout endpoint for applications using AuthenticationHandler.
",,5ea0dd4cf2052b91f62de9571271c083299201ae,Source/Libraries/GSF.Web/Security/AuthenticationHandler.cs,"(162, 13)",Source/Libraries/GSF.Web/Security/AuthenticationHandler.cs,"(158, 13)",01fa19f073082541954aa85bad297354d6a22912,Source/Libraries/GSF.Web/Security/AuthenticationHandler.cs,"(181, 29)",Source/Libraries/GSF.Web/Security/AuthenticationHandler.cs,,return base.ApplyResponseChallengeAsync();,"return Task.Run(() =>
            {
                SecurityPrincipal securityPrincipal = Request.User as SecurityPrincipal;

                // If the user fails to authenticate, adjust the HTTP response
                if (!IsAnonymousResource(Request.Path.Value) && securityPrincipal?.Identity.IsAuthenticated != true)
                {
                    string authFailRedirect = Request.Query[""AuthFailRedirect""] ?? ""True"";

                    // Determine whether the authentication failure should redirect to login page
                    if (authFailRedirect.ParseBoolean())
                        Response.Redirect(Options.LoginPage);
                    else
                        Response.StatusCode = (int)HttpStatusCode.Unauthorized;

                    Response.ReasonPhrase = SecurityPrincipal.GetFailureReasonPhrase(securityPrincipal, AuthorizationType);

                    return true;
                }

                return false;
            });","() =>
            {
                SecurityPrincipal securityPrincipal = Request.User as SecurityPrincipal;
                string urlPath = Request.Path.Value;

                // If request is for an anonymous resource or user is properly authenticated, allow
                // request to propagate through the Owin pipeline
                if (Options.IsAnonymousResource(urlPath) || securityPrincipal?.Identity.IsAuthenticated == true)
                    return false; // Let pipeline continue

                // Abort pipeline with appropriate response
                if (Options.IsAuthFailureRedirectResource(urlPath) && !IsAjaxCall())
                {
                    byte[] pathBytes;
                    string base64Path, encodedPath, referrer = null;
                    
                    if (Request.Headers.TryGetValue(""Referer"", out string[] values) && values.Length == 1)
                    {
                        pathBytes = Encoding.UTF8.GetBytes(values[0]);
                        base64Path = Convert.ToBase64String(pathBytes);
                        encodedPath = WebUtility.UrlEncode(base64Path);
                        referrer = $""&referrer={encodedPath}"";
                    }

                    string urlQueryString = Request.QueryString.HasValue ? ""?"" + Request.QueryString.Value : """";
                    
                    pathBytes = Encoding.UTF8.GetBytes(urlPath + urlQueryString);
                    base64Path = Convert.ToBase64String(pathBytes);
                    encodedPath = WebUtility.UrlEncode(base64Path);
                    
                    Response.Redirect($""{Options.LoginPage}?redir={encodedPath}{referrer}"");
                }
                else
                {
                    Response.StatusCode = (int)HttpStatusCode.Unauthorized;
                }

                // Add current identity to unauthorized response header
                string currentIdentity = securityPrincipal?.Identity.Name ?? ""anonymous"";
                object value;

                if (Request.Environment.TryGetValue(""OriginalPrincipal"", out value))
                {
                    IPrincipal originalPrincpal = value as IPrincipal;

                    if ((object)originalPrincpal != null && (object)originalPrincpal.Identity != null)
                        currentIdentity = AdjustedUserName(originalPrincpal.Identity.Name);
                }

                bool debuggable = Common.GetApplicationType() != ApplicationType.Web && AssemblyInfo.EntryAssembly.Debuggable;
                Response.Headers.Add(""CurrentIdentity"", new[] { currentIdentity });
                Response.ReasonPhrase = SecurityPrincipal.GetFailureReasonPhrase(securityPrincipal, AuthorizationHeader?.Scheme, debuggable);

                string failureReason = SecurityPrincipal.GetFailureReasonPhrase(securityPrincipal, AuthorizationHeader?.Scheme, true);
                Log.Publish(MessageLevel.Info, ""AuthenticationFailure"", $""Failed to authenticate {currentIdentity} for {Request.Path}: {failureReason}"");
                
                return true; // Abort pipeline
            }"
12,openrails_openrails,https://github.com/openrails/openrails/commit/bdfcd3eee3373a17e23bcbcd909c1b99aec858b9,https://github.com/openrails/openrails/commit/6cf527236a219214161a63301a9058a0fc5bc1d9,"Changes to CheckAnyOf and CheckAllOf.
Also provides GetOverrideValues()
","Handles all test cases in Notifications.docx
",,bdfcd3eee3373a17e23bcbcd909c1b99aec858b9,Source/Menu/Notifications/NotificationManager.cs,"(255, 17)",Source/Menu/Notifications/NotificationManager.cs,"(186, 13)",6cf527236a219214161a63301a9058a0fc5bc1d9,Source/Menu/Notifications/NotificationManager.cs,"(208, 33)",Source/Menu/Notifications/NotificationManager.cs,,"AddItemToPage(page, item);","n.SuffixItemList?.ForEach(item => AddItemToPage(page, item));","item => AddItemToPage(page, item)"
13,signumsoftware_framework,https://github.com/signumsoftware/framework/commit/eb4c02ecc85cf51b4ea75e965aac6606b4b9804d,https://github.com/signumsoftware/framework/commit/a8c090b190a185ff32318668039c0ed8e16c9e44,"fix UTF encoded spans that have been split  between Unicode double chars
","fix sequences of encoded spans in MailMimeParser
",,eb4c02ecc85cf51b4ea75e965aac6606b4b9804d,Signum.Engine.Extensions/Mailing/Pop3/MailMimeParser.cs,"(349, 21)",Signum.Engine.Extensions/Mailing/Pop3/MailMimeParser.cs,"(356, 21)",a8c090b190a185ff32318668039c0ed8e16c9e44,Signum.Engine.Extensions/Mailing/Pop3/MailMimeParser.cs,"(356, 43)",Signum.Engine.Extensions/Mailing/Pop3/MailMimeParser.cs,,"var result = Encoding.GetEncoding(m.Groups[""enc""].Value.ToLower()).GetString(bytes);","var enc = list.Select(m => m.Groups[""enc""].Value.ToLower()).Distinct().SingleEx();","m => m.Groups[""enc""].Value.ToLower()"
14,anoyetta_ACT.Hojoring,https://github.com/anoyetta/ACT.Hojoring/commit/b8b9180e8da26ae3cf87e89ce55fcf9d2a746c4c,https://github.com/anoyetta/ACT.Hojoring/commit/5e2bf7f7463f17d1649e90058716f838da161cd7,FFXIV_MemoryReader 内蔵版への移行についてフォローするようにした,FFXIV_MemoryReader を同梱ではなく完全に内蔵するようにした,,b8b9180e8da26ae3cf87e89ce55fcf9d2a746c4c,source/FFXIV.Framework/FFXIV.Framework/FFXIVHelper/FFXIVReader.cs,"(87, 29)",source/FFXIV.Framework/FFXIV.Framework/FFXIVHelper/FFXIVReader.cs,"(90, 25)",5e2bf7f7463f17d1649e90058716f838da161cd7,source/FFXIV.Framework/FFXIV.Framework/FFXIVHelper/FFXIVReader.cs,"(210, 21)",source/FFXIV.Framework/FFXIV.Framework/FFXIVHelper/FFXIVReader.cs,,"AppLogger.Error(""Error occurred initializing FFXIV_MemoryReader."");","WPFHelper.BeginInvoke(() => ModernMessageBox.ShowDialog(
                            message,
                            ""Warning"",
                            MessageBoxButton.OK));","() => ModernMessageBox.ShowDialog(Message, Caption)"
15,SpiceSharp_SpiceSharp,https://github.com/SpiceSharp/SpiceSharp/commit/c5e637c4b644838ba6f0a329d213a32dca028d3d,https://github.com/SpiceSharp/SpiceSharp/commit/59556e52d5656ac3f7e47ad5149b856cbdd162bf,"Voltage-controlled current source
","Added AC properties for sources
",,c5e637c4b644838ba6f0a329d213a32dca028d3d,SpiceSharp/Components/Currentsources/VCCS/AcBehavior.cs,"(32, 13)",SpiceSharp/Components/Currentsources/VCCS/AcBehavior.cs,"(43, 28)",59556e52d5656ac3f7e47ad5149b856cbdd162bf,SpiceSharp/Components/Currentsources/VCCS/AcBehavior.cs,"(43, 35)",SpiceSharp/Components/Currentsources/VCCS/AcBehavior.cs,,"return new Complex(
                ckt.State.Solution[VCCSposNode] - ckt.State.Solution[VCCSnegNode],
                ckt.State.iSolution[VCCSposNode] - ckt.State.iSolution[VCCSnegNode]);",return () => state.Solution[VCCSposNode] - state.Solution[VCCSnegNode];,(State state) => state.Solution[VCCSposNode] - state.Solution[VCCSnegNode]
16,microsoft_qsharp-compiler,https://github.com/microsoft/qsharp-compiler/commit/008bc5f0d4c2cbc2607e6ee3f090b08e2f33e1eb,https://github.com/microsoft/qsharp-compiler/commit/28dc3bc67d706d9f9589e738db26331d9ce31e7e,"Reverts #989 and manually reverts the change for the ref count setup instead (#990)

","Temporarily reverting ref count changes for release  (#989)

* Revert ""Fixing an issue where reference count increases were not applied in certain cases (#987)""

This reverts commit ed60c81e5192cddd5f7342c08a1c00d392473127.

* Revert ""Splitting out general purpose helpers for branches and loops that yield values (#985)""

This reverts commit 34bd1fe9cf10e1264b46ef6c6c1266c071e495c1.

* Revert ""Ref count optimizations and some bug fixes (#982)""

This reverts commit 9689a96fe3c77123a96b6ba79319e547623b8180.

Co-authored-by: Bettina Heim <beheim@microsoft.com>",,008bc5f0d4c2cbc2607e6ee3f090b08e2f33e1eb,src/QsCompiler/QirGeneration/ScopeManager.cs,"(641, 13)",src/QsCompiler/QirGeneration/ScopeManager.cs,"(640, 13)",28dc3bc67d706d9f9589e738db26331d9ce31e7e,src/QsCompiler/QirGeneration/ScopeManager.cs,"(640, 55)",src/QsCompiler/QirGeneration/ScopeManager.cs,,"this.scopes.Peek().RegisterRelease(value, releaser);","this.scopes.Peek().RegisterRelease(value, loaded => this.sharedState.CurrentBuilder.Call(release, loaded.Value));","loaded => this.sharedState.CurrentBuilder.Call(release, loaded.Value)"
17,kwaazaar_Resonance,https://github.com/kwaazaar/Resonance/commit/f9dea8bb12e3cd92f62241b1154658ca33fc5d4e,https://github.com/kwaazaar/Resonance/commit/5da891bb3b3e1157a8f56e3d2fa3957427ffc23c,"Core all async. Other project yet to convert.
","Added ConfigureAwait(false) to all awaits.
",,f9dea8bb12e3cd92f62241b1154658ca33fc5d4e,Resonance.Core/Repo/Database/DbEventingRepo.cs,"(572, 13)",Resonance.Core/Repo/Database/DbEventingRepo.cs,"(601, 13)",5da891bb3b3e1157a8f56e3d2fa3957427ffc23c,Resonance.Core/Repo/Database/DbEventingRepo.cs,"(614, 84)",Resonance.Core/Repo/Database/DbEventingRepo.cs,,var headers = topicEvent.Headers != null ? JsonConvert.SerializeObject(topicEvent.Headers) : null;,var headers = topicEvent.Headers != null ? await Task.Factory.StartNew(() => JsonConvert.SerializeObject(topicEvent.Headers)) : null;,() => JsonConvert.SerializeObject(topicEvent.Headers)
18,Ginger-Automation_Ginger,https://github.com/Ginger-Automation/Ginger/commit/b3901ca01150b9c5e333989eab999d2a71c73af6,https://github.com/Ginger-Automation/Ginger/commit/71c805dce882c1ce7e165b5fedcca33d740f92a7,"Replaced list.Where(condition).FirstOrDefault() with list.FirstOrDefault(condition)
","Code changes for Copy paste fixes, Defect no= 26002
",,b3901ca01150b9c5e333989eab999d2a71c73af6,Ginger/GingerCore/GeneralLib/General.cs,"(425, 21)",Ginger/GingerCore/GeneralLib/General.cs,"(425, 21)",71c805dce882c1ce7e165b5fedcca33d740f92a7,Ginger/GingerCore/GeneralLib/General.cs,"(445, 108)",Ginger/GingerCore/GeneralLib/General.cs,,"if ((from x in WorkSpace.Instance.SolutionRepository.GetAllRepositoryItems<EnvApplication>() where x.Name == resultValue select x).SingleOrDefault() != null)
                    {
                        Reporter.ToUser(eUserMsgKey.StaticWarnMessage, ""Application with same name: "" + ""'"" + resultValue + ""'"" + "" already exists."");
                        return true;
                    }","if (WorkSpace.Instance.SolutionRepository.GetAllRepositoryItems<EnvApplication>().Any(x => x.Name == resultValue))
                    {
                        Reporter.ToUser(eUserMsgKey.StaticWarnMessage, ""Application with same name: "" + ""'"" + resultValue + ""'"" + "" already exists."");
                        return true;
                    }",x => x.Name == resultValue
